HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Name Synonyms	Accession Numbers	Gene Family Tag	UniProt ID(supplied by UniProt)
HGNC:10295	RPGR	retinitis pigmentosa GTPase regulator	CRD, RP3, RP15, COD1	CORDX1		U57629		Q92834
HGNC:10296	RPH3AL	rabphilin 3A-like (without C2 domains)		Noc2				Q9UNE2
HGNC:10297	RPIA	ribose 5-phosphate isomerase A			"ribose 5-phosphate epimerase"	L35035		P49247
HGNC:10298	RPL10	ribosomal protein L10		NOV, QM, DXS648E, DXS648, FLJ23544, L10		AB007170	RPL	P27635
HGNC:10299	RPL10A	ribosomal protein L10a	NEDD6	Csa-19, L10A		U12404	RPL	P62906
HGNC:103	CNNM2	cyclin M2	ACDP2			AF216962		Q9H8M5
HGNC:1030	BDKRB2	bradykinin receptor B2		BK-2		S56772	BDKR	P30411
HGNC:10300	RPL10P1	ribosomal protein L10 pseudogene 1	RPL10P				RPL	
HGNC:10301	RPL11	ribosomal protein L11		L11		L05092	RPL	P62913
HGNC:10302	RPL12	ribosomal protein L12		L12			RPL	P30050
HGNC:10303	RPL13	ribosomal protein L13		D16S444E, BBC1, L13		AB007172	RPL	P26373
HGNC:10304	RPL13A	ribosomal protein L13a	TSTA1	L13A		X56932	RPL	P40429
HGNC:10305	RPL14	ribosomal protein L14		L14, hRL14, RL14, CTG-B33	"CAG-ISL 7", "60S ribosomal protein L14"	D87735	RPL	P50914
HGNC:10306	RPL15	ribosomal protein L15		RPL10, RPLY10, RPYL10, EC45, L15		AB007173	RPL	P61313
HGNC:10307	RPL17	ribosomal protein L17		rpL23, L17		AB007174	RPL	P18621
HGNC:10310	RPL18	ribosomal protein L18		L18	"60S ribosomal protein L18"	L11566	RPL	Q07020
HGNC:10311	RPL18A	ribosomal protein L18a		L18A	"60S ribosomal protein L18a", "ribosomal protein L18a-like protein"	AB007175	RPL	Q02543
HGNC:10312	RPL19	ribosomal protein L19		FLJ27452, MGC71997, DKFZp779D216, L19	"60S ribosomal protein L19", "ribosomal protein L19, cytosolic, N-terminus truncated"		RPL	P84098
HGNC:10313	RPL21	ribosomal protein L21		L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZp686C06101	"60S ribosomal protein L21"	AB007176	RPL	P46778
HGNC:10314	RPL21P1	ribosomal protein L21 pseudogene 1	RPL21P			X63773	RPL	
HGNC:10315	RPL22	ribosomal protein L22		EAP, L22		BC058887	RPL	P35268
HGNC:10316	RPL23	ribosomal protein L23		rpL17, L23		X52839	RPL	P62829
HGNC:10317	RPL23A	ribosomal protein L23a		L23A		U43701	RPL	P62750
HGNC:10318	RPL23AP1	ribosomal protein L23a pseudogene 1					RPL	
HGNC:10319	RPL23AP2	ribosomal protein L23a pseudogene 2					RPL	
HGNC:1032	BDMR	brachydactyly-mental retardation syndrome						
HGNC:10320	RPL23AP3	ribosomal protein L23a pseudogene 3					RPL	
HGNC:10321	RPL23AP4	ribosomal protein L23a pseudogene 4					RPL	
HGNC:10322	MRPL23	mitochondrial ribosomal protein L23	RPL23L	L23MRP		AB051340	MRPL	Q16540
HGNC:10324	RPL23P2	ribosomal protein L23 pseudogene 2					RPL	
HGNC:10325	RPL24	ribosomal protein L24		L24		AB007177	RPL	P83731
HGNC:10327	RPL26	ribosomal protein L26		L26			RPL	P61254
HGNC:10328	RPL27	ribosomal protein L27		L27	"60S ribosomal protein L27"		RPL	P61353
HGNC:10329	RPL27A	ribosomal protein L27a		L27A		U14968	RPL	P46776
HGNC:1033	BDNF	brain-derived neurotrophic factor			"neurotrophin"	AB038670		P23560
HGNC:10330	RPL28	ribosomal protein L28		FLJ43307, L28	"60S ribosomal protein L28"	U14969	RPL	P46779
HGNC:10331	RPL29	ribosomal protein L29	RPL29P10	HIP, HUMRPL29, L29	"60S ribosomal protein L29", "heparin/heparan sulfate-interacting protein", "HP/HS-interacting protein", "heparin/heparan sulfate-binding protein", "cell surface heparin-binding protein HIP"	U10248	RPL	P47914
HGNC:10332	RPL3	ribosomal protein L3		L3		AB007166	RPL	P39023
HGNC:10333	RPL30	ribosomal protein L30		L30			RPL	P62888
HGNC:10334	RPL31	ribosomal protein L31		L31		X15940	RPL	P62899
HGNC:10335	RPL31P1	ribosomal protein L31 pseudogene 1	RPL31P				RPL	
HGNC:10336	RPL32	ribosomal protein L32		L32		CA436299, CF124158, CR608027	RPL	P62910
HGNC:10337	RPL32P4	ribosomal protein L32 pseudogene 4	RPL32L				RPL	
HGNC:10338	RPL32P5	ribosomal protein L32 pseudogene 5	RPL32L2				RPL	
HGNC:10339	RPL32P1	ribosomal protein L32 pseudogene 1	RPL32P	RPL32-L		X02228	RPL	
HGNC:1034	BECN1	beclin 1, autophagy related		ATG6, VPS30	"ATG6 autophagy related 6 homolog (S. cerevisiae)"	AF077301		Q14457
HGNC:10340	RPL34	ribosomal protein L34		L34		AB007181	RPL	P49207
HGNC:10341	RPL34P1	ribosomal protein L34 pseudogene 1				AL021397	RPL	
HGNC:10342	RPL34P2	ribosomal protein L34 pseudogene 2					RPL	
HGNC:10343	RPL34P3	ribosomal protein L34 pseudogene 3					RPL	
HGNC:10344	RPL35	ribosomal protein L35		L35	"60S ribosomal protein L35"	U12465	RPL	P42766
HGNC:10345	RPL35A	ribosomal protein L35a		L35A		X52966	RPL	P18077
HGNC:10346	RPL36AL	ribosomal protein L36a-like	RPL36A			BC000741	RPL	Q969Q0
HGNC:10347	RPL37	ribosomal protein L37		L37	"60S ribosomal protein L37a"	L11567	RPL	P61927
HGNC:10348	RPL37A	ribosomal protein L37a		L37A			RPL	P61513
HGNC:10349	RPL38	ribosomal protein L38		L38		AB007185	RPL	P63173
HGNC:10350	RPL39	ribosomal protein L39	RPL39P42	L39			RPL	P62891
HGNC:10351	RPL3L	ribosomal protein L3-like				U65581	RPL	Q92901
HGNC:10352	RPL3P1	ribosomal protein L3 pseudogene 1	RPL3P				RPL	
HGNC:10353	RPL4	ribosomal protein L4		L4	"60S ribosomal protein L4"	AB007167	RPL	P36578
HGNC:10354	RPL41	ribosomal protein L41		L41		AB007186	RPL	P62945
HGNC:10355	RPL41P5	ribosomal protein L41 pseudogene 5	RPL41L			S64030		
HGNC:10356	RPL41P1	ribosomal protein L41 pseudogene 1	RPL41L2			AL035562	RPL	
HGNC:10357	RPL41P2	ribosomal protein L41 pseudogene 2					RPL	
HGNC:10358	RPL41P3	ribosomal protein L41 pseudogene 3					RPL	
HGNC:10359	RPL36A	ribosomal protein L36a	RPL44	L36A		BC001781	RPL	P83881
HGNC:1036	BEX1	brain expressed, X-linked 1						Q9HBH7
HGNC:10360	RPL5	ribosomal protein L5		L5		U14966	RPL	P46777
HGNC:10361	RPL5P1	ribosomal protein L5 pseudogene 1					RPL	
HGNC:10362	RPL6	ribosomal protein L6	TXREB1	TAXREB107, L6		X69391	RPL	Q02878
HGNC:10363	RPL7	ribosomal protein L7		humL7-1, L7		L16557	RPL	P18124
HGNC:10364	RPL7A	ribosomal protein L7a		SURF3, TRUP, L7A	"surfeit 3", "PLA-X polypeptide", "surfeit locus protein 3", "60S ribosomal protein L7a", ";", "thyroid hormone receptor uncoupling protein"	BC005128	RPL	P62424
HGNC:10367	RPL7P	ribosomal protein L7 pseudogene	RPL17P			X72686	RPL	
HGNC:10368	RPL8	ribosomal protein L8		L8		Z28407	RPL	P62917
HGNC:10369	RPL9	ribosomal protein L9		L9		D14531	RPL	P32969
HGNC:1037	CFB	complement factor B	BFD, BF	H2-Bf		L15702	complement	P00751
HGNC:10371	RPLP0	ribosomal protein, large, P0		PRLP0, P0, L10E, RPP0, LP0	"acidic ribosomal phosphoprotein P0"	AB007187	RPL	P05388
HGNC:10372	RPLP1	ribosomal protein, large, P1		LP1			RPL	P05386
HGNC:10377	RPLP2	ribosomal protein, large, P2	D11S2243E	P2, RPP2, MGC71408, LP2	"60S acidic ribosomal protein P2", "acidic ribosomal phosphoprotein P2"	M17887	RPL	P05387
HGNC:10378	MRPL12	mitochondrial ribosomal protein L12	RPML12	MRPL7/L12, MRPL7		X79865	MRPL	P52815
HGNC:10379	MRPL3	mitochondrial ribosomal protein L3	RPML3	MRL3		X06323	MRPL	P09001
HGNC:10380	MRPS12	mitochondrial ribosomal protein S12	RPMS12	RPS12, RPSM12		Y11681	MRPS	O15235
HGNC:10381	RPN1	ribophorin I		OST1	"oligosaccharyltransferase 1 homolog (S. cerevisiae)", "oligosaccharyltransferase complex subunit (non-catalytic)"			P04843
HGNC:10382	RPN2	ribophorin II		SWP1, RPNII, RIBIIR, RPN-II	"oligosaccharyltransferase complex subunit (non-catalytic)"	Y00282		P04844
HGNC:10383	RPS10	ribosomal protein S10		MGC88819, S10		U14972	RPS	P46783
HGNC:10384	RPS11	ribosomal protein S11		S11	"40S ribosomal protein S11"	AB007152	RPS	P62280
HGNC:10385	RPS12	ribosomal protein S12		S12		X53505	RPS	P25398
HGNC:10386	RPS13	ribosomal protein S13		S13	"40S ribosomal protein S13"	X79239	RPS	P62277
HGNC:10387	RPS14	ribosomal protein S14		EMTB, S14	"emetine resistance", "40S ribosomal protein S14"		RPS	P62263
HGNC:10388	RPS15	ribosomal protein S15		RIG, MGC111130, S15	"40S ribosomal protein S15", "homolog of rat insulinoma", "insulinoma protein"		RPS	P62841
HGNC:10389	RPS15A	ribosomal protein S15a		S15A		AB007154	RPS	P62244
HGNC:10396	RPS16	ribosomal protein S16		S16	"40S ribosomal protein S16"	M60854	RPS	P62249
HGNC:10397	RPS17	ribosomal protein S17		RPS17L1, RPS17L2, MGC72007, S17		M18000	RPS	P08708
HGNC:10398	RPS17P2	ribosomal protein S17 pseudogene 2	RPS17L1, RPS17A				RPS	
HGNC:10399	RPS17P3	ribosomal protein S17 pseudogene 3	RPS17L2, RPS17B				RPS	
HGNC:104	CNNM3	cyclin M3	ACDP3			AF216965		Q8NE01
HGNC:1040	BFSP1	beaded filament structural protein 1, filensin		CP94, CP115, LIFL-H, filensin		Y16717	IFF6	Q12934
HGNC:10401	RPS18	ribosomal protein S18	D6S218E	KE3, KE-3, HKE3, S18		X69150	RPS	P62269
HGNC:10402	RPS19	ribosomal protein S19		DBA, S19	"Diamond-Blackfan anemia"	BC000023	RPS	P39019
HGNC:10404	RPS2	ribosomal protein S2		LLREP3, S2		AB007147	RPS	P15880
HGNC:10405	RPS20	ribosomal protein S20		S20		L06498	RPS	P60866
HGNC:10406	RPS20P3	ribosomal protein S20 pseudogene 3	RPS20A				RPS	
HGNC:10407	RPS20P4	ribosomal protein S20 pseudogene 4	RPS20B				RPS	
HGNC:10408	RPS20P1	ribosomal protein S20 pseudogene 1	RPS20P				RPS	
HGNC:10409	RPS21	ribosomal protein S21		S21	"8.2 kDa differentiation factor"	L04483	RPS	P63220
HGNC:1041	BFSP2	beaded filament structural protein 2, phakinin		CP47, CP49, LIFL-L, phakinin		U48224	IFF6	Q13515
HGNC:10410	RPS23	ribosomal protein S23		S23		AB007158	RPS	P62266
HGNC:10411	RPS24	ribosomal protein S24		S24		AB007159	RPS	P62847
HGNC:10412	RPS24P1	ribosomal protein S24 pseudogene 1	RPS24P				RPS	
HGNC:10413	RPS25	ribosomal protein S25		S25		M64716	RPS	P62851
HGNC:10414	RPS26	ribosomal protein S26		S26	"40S ribosomal protein S26"	AB007160	RPS	P62854
HGNC:10415	RPS26P1	ribosomal protein S26 pseudogene 1	RPS26P				RPS	
HGNC:10416	RPS27	ribosomal protein S27		MPS-1, MPS1, S27	"metallopanstimulin 1"	U57847	RPS	P42677
HGNC:10417	RPS27A	ribosomal protein S27a		UBCEP80, Uba80, S27A	"ubiquitin carboxyl extension protein 80"	AB007163	RPS	P62979
HGNC:10418	RPS28	ribosomal protein S28		S28	"40S ribosomal protein S28"	D14530	RPS	P62857
HGNC:10419	RPS29	ribosomal protein S29		S29		L31610	RPS	P62273
HGNC:10420	RPS3	ribosomal protein S3		FLJ26283, FLJ27450, MGC87870, S3	"IMR-90 ribosomal protein S3", "40S ribosomal protein S3"		RPS	P23396
HGNC:10421	RPS3A	ribosomal protein S3A	MFTL	S3A		X87373	RPS	P61247
HGNC:10422	RPS3AP1	ribosomal protein S3A pseudogene 1	RPS3AP				RPS	
HGNC:10424	RPS4X	ribosomal protein S4, X-linked		DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, S4	"40S ribosomal protein S4, X isoform", "ribosomal protein S4X isoform", "single-copy abundant mRNA", "cell cycle gene 2"		RPS	P62701
HGNC:10425	RPS4Y1	ribosomal protein S4, Y-linked 1	RPS4Y	MGC5070, MGC119100, S4	"ribosomal protein S4Y", "40S ribosomal protein S4, Y"		RPS	P22090
HGNC:10426	RPS5	ribosomal protein S5		S5	"40S ribosomal protein S5"	U14970	RPS	P46782
HGNC:10427	RPS5P3	ribosomal protein S5 pseudogene 3	RPS5L				RPS	
HGNC:10428	RPS5P1	ribosomal protein S5 pseudogene 1					RPS	
HGNC:10429	RPS6	ribosomal protein S6		S6	"40S ribosomal protein S6", "phosphoprotein NP33"		RPS	P62753
HGNC:1043	BGLAP	bone gamma-carboxyglutamate (gla) protein		OCN	"osteocalcin"	X04143		P02818
HGNC:10430	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1		RSK, RSK1, HU-1		BC014966		Q15418
HGNC:10431	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2		RSK, RSK3, HU-2		L07598		Q15349
HGNC:10432	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	MRX19, CLS	RSK, RSK2, HU-3		U08316		P51812
HGNC:10433	RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4		RSK-B, MSK2		AJ010119		O75676
HGNC:10434	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5		MSK1, RLPK		AF074393		O75582
HGNC:10435	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6		RSK4		AF184965		Q9UK32
HGNC:10436	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	STK14A	S6K1, p70(S6K)-alpha, PS6K		M60724		P23443
HGNC:10437	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2		p70S6Kb, P70-BETA, STK14B, KLS		AB019245		Q9UBS0
HGNC:10438	RPS6KB3	ribosomal protein S6 kinase, 70kDa, polypeptide 3						
HGNC:10439	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1		humS6PKh1		AF037447		Q96S38
HGNC:1044	BGN	biglycan		DSPG1, SLRR1A	"biglycan proteoglycan"	AK092954	SLRR	P21810
HGNC:10440	RPS7	ribosomal protein S7		S7			RPS	P62081
HGNC:10441	RPS8	ribosomal protein S8		S8		BC070875	RPS	P62241
HGNC:10442	RPS9	ribosomal protein S9		S9	"40S ribosomal protein S9"	U14971	RPS	P46781
HGNC:10443	RPS9P1	ribosomal protein S9 pseudogene 1	RPS9P				RPS	
HGNC:10445	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)		RCD1, RCD1+, CNOT9, CT129	"cancer/testis antigen 129"	D87957		Q92600
HGNC:10446	RRAD	Ras-related associated with diabetes		REM3, RAD		L24564		P55042
HGNC:10447	RRAS	related RAS viral (r-ras) oncogene homolog			"Oncogene RRAS"			P10301
HGNC:10448	RRBP1	ribosome binding protein 1		ES/130, hES		AB037819		Q9P2E9
HGNC:10449	RREB1	ras responsive element binding protein 1		HNT	"hindsight homolog (drosophila)"	U26914	ZNF	Q92766
HGNC:10450	RRH	retinal pigment epithelium-derived rhodopsin homolog		peropsin	"peropsin"	AF012270	OPN	O14718
HGNC:10451	RRM1	ribonucleotide reductase M1				X59543		P23921
HGNC:10452	RRM2	ribonucleotide reductase M2						P31350
HGNC:10454	RRM2P2	ribonucleotide reductase M2 polypeptide pseudogene 2						
HGNC:10455	RRM2P3	ribonucleotide reductase M2 polypeptide pseudogene 3						
HGNC:10456	RRM2P4	ribonucleotide reductase M2 polypeptide pseudogene 4						
HGNC:10457	RS1	retinoschisin 1	RS	XLRS1		AF014459		O15537
HGNC:10458	RSC1A1	regulatory solute carrier protein, family 1, member 1		RS1		BN000122, X82877		Q92681
HGNC:1046	BHLHE40	basic helix-loop-helix family, member e40	STRA13, BHLHB2	DEC1, bHLHe40	"differentially expressed in chondrocytes 1", " differentiated embryo chondrocyte expressed gene 1"	AB004066	bHLH	O14503
HGNC:10461	CLIP1	CAP-GLY domain containing linker protein 1	RSN	CYLN1, CLIP170, CLIP, CLIP-170	"restin"			P30622
HGNC:10462	RSS	Russell Silver syndrome		SRS	"Silver-Russell syndrome"			
HGNC:10464	RSU1	Ras suppressor protein 1		RSP-1, FLJ31034		AK055596		Q15404
HGNC:10466	RTKN	rhotekin		B5		AF049227	PLEKH	Q9BST9
HGNC:10467	RTN1	reticulon 1	NSP			L10333		Q16799
HGNC:10468	RTN2	reticulon 2	SPG12	NSP2, NSPL1	"NSP-like protein 1", "Neuroendocrine-specific protein-like 1"	AF038540		O75298
HGNC:10469	RTN3	reticulon 3		NSPL2, NSPLII, ASYIP, HAP, RTN3-A1	"neuroendocrine-specific protein-like 2", "NSP-like protein II", "isoforme III", "ASY interacting protein", "homolog of ASY protein"	AF059524		O95197
HGNC:1047	BHMT	betaine--homocysteine S-methyltransferase		BHMT1	"betaine homocysteine methyltransferase"	BC012616		Q93088
HGNC:10471	RUNX1	runt-related transcription factor 1	AML1, CBFA2	PEBP2A2, AMLCR1	"aml1 oncogene"	X79549		Q01196
HGNC:10472	RUNX2	runt-related transcription factor 2	CCD, CBFA1, CCD1	AML3, PEBP2A1, PEBP2aA1		AF001450		Q13950
HGNC:10473	RUNX3	runt-related transcription factor 3	CBFA3	AML2, PEBP2A3		BC013362		Q13761
HGNC:10474	RUVBL1	RuvB-like 1 (E. coli)		TIP49, NMP238, RVB1, TIP49a, Pontin52, ECP54, TIH1, Rvb1, INO80H	"pontin", "INO80 complex subunit H"	AF070735	INO80	Q9Y265
HGNC:10475	RUVBL2	RuvB-like 2 (E. coli)		RVB2, TIP48, TIP49b, Reptin52, ECP51, TIH2, INO80J, Rvb2	"reptin", "INO80 complex subunit J"	AF155138	INO80	Q9Y230
HGNC:10476	RVNP2	retroviral sequences NP2				M15971		
HGNC:10477	RXRA	retinoid X receptor, alpha		NR2B1	"nuclear receptor subfamily 2 group B member 1"	X52773	NR	P19793
HGNC:10478	RXRB	retinoid X receptor, beta		NR2B2, H-2RIIBP, RCoR-1	"nuclear receptor subfamily 2 group B member 2"	M84820	NR	P28702
HGNC:10479	RXRG	retinoid X receptor, gamma		NR2B3	"nuclear receptor subfamily 2 group B member 3"	U38480	NR	P48443
HGNC:1048	BHMT2	betaine--homocysteine S-methyltransferase 2						Q9H2M3
HGNC:10480	RYBP	RING1 and YY1 binding protein		YEAF1, AAP1, DEDAF	"YY1 and E4TF1 associated factor 1", "ring1 interactor RYBP", "apoptin-associating protein 1", "death effector domain-associated factor"	AF179286		Q8N488
HGNC:10481	RYK	receptor-like tyrosine kinase	JTK5A	D3S3195, RYK1, JTK5		S59184		P34925
HGNC:10482	RYKP1	receptor-like tyrosine kinase pseudogene 1	RYKL1, JTK5B, RYKP	JTK5		AC087742		
HGNC:10483	RYR1	ryanodine receptor 1 (skeletal)	MHS, MHS1, CCO	RYR		J05200	RYR	P21817
HGNC:10484	RYR2	ryanodine receptor 2 (cardiac)	ARVD2	ARVC2, VTSIP		X91869	RYR, EFHAND	Q92736
HGNC:10485	RYR3	ryanodine receptor 3					RYR, EFHAND	Q15413
HGNC:10486	S100A1	S100 calcium binding protein A1	S100A	S100-alpha		BC014392	S100, EFHAND	P23297
HGNC:10487	S100A10	S100 calcium binding protein A10	ANX2LG, CAL1L	P11, 42C, CLP11	"annexin II tetramer (AIIt) p11 subunit"	BC015973	S100	P60903
HGNC:10488	S100A11	S100 calcium binding protein A11		S100C		D38583	S100, EFHAND	P31949
HGNC:10489	S100A12	S100 calcium binding protein A12		p6, MRP6, CGRP, CAAF1, CAGC, ENRAGE		BC070294	S100, EFHAND	P80511
HGNC:1049	BICD1	bicaudal D homolog 1 (Drosophila)				U90028		Q96G01
HGNC:10490	S100A13	S100 calcium binding protein A13				AK097132	S100	Q99584
HGNC:10491	S100A11P1	S100 calcium binding protein A11 pseudogene 1	S100A14, S100A11P			AC004668		
HGNC:10492	S100A2	S100 calcium binding protein A2	S100L	CAN19		BC002829	S100, EFHAND	P29034
HGNC:10493	S100A3	S100 calcium binding protein A3	S100E			BC012893	S100	P33764
HGNC:10494	S100A4	S100 calcium binding protein A4	MTS1, CAPL	P9KA, 18A2, PEL98, 42A, FSP1	"fibroblast-specific protein-1"	BC016300	S100, EFHAND	P26447
HGNC:10495	S100A5	S100 calcium binding protein A5	S100D			Z18954	S100, EFHAND	P33763
HGNC:10496	S100A6	S100 calcium binding protein A6	CACY	2A9, PRA, CABP		BC001431	S100, EFHAND	P06703
HGNC:10497	S100A7	S100 calcium binding protein A7	PSOR1	S100A7c		BC034687	S100, EFHAND	P31151
HGNC:10498	S100A8	S100 calcium binding protein A8	CAGA, CFAG	P8, MRP8, 60B8AG, CGLA		BC005928	S100, EFHAND	P05109
HGNC:10499	S100A9	S100 calcium binding protein A9	CAGB, CFAG	P14, MIF, NIF, LIAG, MRP14, MAC387, 60B8AG, CGLB		BC047681	S100, EFHAND	P06702
HGNC:105	CNNM4	cyclin M4	ACDP4	KIAA1592		AB046812		Q6P4Q7
HGNC:1050	BID	BH3 interacting domain death agonist				AF042083		P55957
HGNC:10500	S100B	S100 calcium binding protein B		S100beta		M59488	S100, EFHAND	P04271
HGNC:10504	S100P	S100 calcium binding protein P				X65614	S100, EFHAND	P25815
HGNC:10505	S11	surface antigen (X-linked) 2						
HGNC:10506	S12	surface antigen (X-linked) 3						
HGNC:10509	S7	surface antigen (chromosome 7) 2		SA7-2				
HGNC:1051	BIK	BCL2-interacting killer (apoptosis-inducing)		NBK		U34584		Q13323
HGNC:10512	SAA@	serum amyloid A1 cluster		SAA				
HGNC:10513	SAA1	serum amyloid A1	SAA	PIG4, TP53I4		M10906		P0DJI8
HGNC:10514	SAA2	serum amyloid A2				M26152		P0DJI9
HGNC:10515	SAA3P	serum amyloid A3 pseudogene	SAA3			S73444		
HGNC:10516	SAA4	serum amyloid A4, constitutive		C-SAA, CSAA		M81349		P35542
HGNC:10518	VPS52	vacuolar protein sorting 52 homolog (S. cerevisiae)	SACM2L	ARE1		AJ223319		Q8N1B4
HGNC:10519	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)		ARSACS, KIAA0730, DKFZp686B15167, DNAJC29		AF193556	DNAJ	Q9NZJ4
HGNC:1052	BIN1	bridging integrator 1	AMPHL	SH3P9, AMPH2	"amphiphysin II"	U68485		O00499
HGNC:10520	SAFB	scaffold attachment factor B		HET, SAFB1	"Hsp27 ERE-TATA binding protein"	L43631	RBM	Q15424
HGNC:10521	SAG	S-antigen; retina and pineal gland (arrestin)		ARRESTIN, RP47	"arrestin 1"			P10523
HGNC:10522	ACSM3	acyl-CoA synthetase medium-chain family member 3	SAH	SA		D16350	ACS	Q53FZ2
HGNC:10523	SAI1	suppression of anchorage independence 1						
HGNC:10524	SALL1	sal-like 1 (Drosophila)	TBS	Hsal1, ZNF794		X98833	ZNF	Q9NSC2
HGNC:10525	SALL1P1	sal-like 1 (Drosophila) pseudogene 1	SALL1P			AJ010104		
HGNC:10526	SALL2	sal-like 2 (Drosophila)		KIAA0360, Hsal2, ZNF795		AB002358	ZNF	Q9Y467
HGNC:10527	SALL3	sal-like 3 (Drosophila)		ZNF796		AJ007421	ZNF	Q9BXA9
HGNC:10528	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1		NASH1, SASH2, SH3D6B, HACS1, SLy2	"nuclear localization signals, SAM and SH3 domain containing 1", "SAM and SH3 domain containing 2", "hematopoietic adapter-containing SH3 and sterile &#945;-motif (SAM) domains 1", "Src homology domain 3 (SH3)-containing adapter protein SH3 lymphocyte protein 2"	AF222927	SASH, SAMD	Q9NSI8
HGNC:1053	BIN2	bridging integrator 2		BRAP-1		AF146531		Q9UBW5
HGNC:10530	SAP18	Sin3A-associated protein, 18kDa		SAP18p, 2HOR0202, MGC27131		U96915		O00422
HGNC:10532	SAP30	Sin3A-associated protein, 30kDa				AF055993		O75446
HGNC:10534	SAR1A	SAR1 homolog A (S. cerevisiae)	SARA1	SAR1, Sara				Q9NR31
HGNC:10535	SAR1B	SAR1 homolog B (S. cerevisiae)	SARA2			AF092130		Q9Y6B6
HGNC:10536	SARDH	sarcosine dehydrogenase	DMGDHL1	SDH				Q9UL12
HGNC:10537	SARS	seryl-tRNA synthetase		SERS	"serine tRNA ligase 1, cytoplasmic"	BC009390	aaRS2	P49591
HGNC:10538	SART1	squamous cell carcinoma antigen recognized by T cells		Ara1, Snu66, SNRNP110	"small nuclear ribonucleoprotein 110kDa (U4/U6.U5)"	AB006198		O43290
HGNC:10539	TSPAN31	tetraspanin 31	SAS				TSPAN	Q12999
HGNC:1054	BIN3	bridging integrator 3						Q9NQY0
HGNC:10540	SAT1	spermidine/spermine N1-acetyltransferase 1	SAT	SSAT	"diamine N-acetyltransferase 1"	M55580		P21673
HGNC:10541	SATB1	SATB homeobox 1					CUT	Q01826
HGNC:10542	SBF1	SET binding factor 1		MTMR5, DENND7A	"myotubularin related 5", "DENN/MADD domain containing 7A"	U93181	DUSPM, DENND, PLEKH	O95248
HGNC:10545	MSMO1	methylsterol monooxygenase 1	SC4MOL	DESP4, ERG25		U93162	FATHD	Q15800
HGNC:10546	SC4MOP	sterol-C4-methyl oxidase pseudogene		DESP4P1		U93261		
HGNC:10547	SC5D	sterol-C5-desaturase	SC5DL		"lathosterol oxidase"		FATHD	O75845
HGNC:10548	ATXN1	ataxin 1	SCA1	D6S504E, ATX1		X79204	ATXN	P54253
HGNC:10549	ATXN10	ataxin 10	SCA10	E46L, FLJ37990		AK095309	ATXN	Q9UBB4
HGNC:1055	BLCAP	bladder cancer associated protein		BC10		AF053470		P62952
HGNC:10555	ATXN2	ataxin 2	SCA2, TNRC13	ATX2	"trinucleotide repeat containing 13"	U80749	ATXN	Q99700
HGNC:10560	ATXN7	ataxin 7	SCA7	OPCA3, ADCAII		AJ000517	ATXN	O15265
HGNC:10561	ATXN8OS	ATXN8 opposite strand (non-protein coding)	SCA8, KLHL1AS	NCRNA00003	"non-protein coding RNA 3"	AF126749	LNCRNA, ANTISENSE, fLNCRNA	
HGNC:10563	SCAMP1	secretory carrier membrane protein 1		SCAMP37		AF038966	SCAMP	O15126
HGNC:10564	SCAMP2	secretory carrier membrane protein 2				AF005038	SCAMP	O15127
HGNC:10565	SCAMP3	secretory carrier membrane protein 3	C1orf3		"Propin 1"	AF005039	SCAMP	O14828
HGNC:10566	SCAND1	SCAN domain containing 1		SDP1, RAZ1		AF204271	SCAND	P57086
HGNC:10567	SCAND2P	SCAN domain containing 2 pseudogene	SCAND2			AF229246	SCAND	Q9GZW5
HGNC:10569	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	SCC, SCCA1	T4-A, HsT1196		U19568	SERPIN	P29508
HGNC:1057	BLK	B lymphoid tyrosine kinase		MGC10442		BC004473	SH2D	P51451
HGNC:10570	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	SCCA2	PI11, LEUPIN, SCCA-2, SCCA1	"squamous cell carcinoma antigen 2"	X89015	SERPIN	P48594
HGNC:10571	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	SCDOS	FADS5	"acyl-CoA desaturase", "fatty acid desaturase", "delta-9-desaturase"	AF097514	FADS	O00767
HGNC:10572	SCDP1	stearoyl-CoA desaturase (delta-9-desaturase) pseudogene 1	SCDP					
HGNC:10573	SCEL	sciellin		FLJ21667, MGC22531		AF045941		O95171
